iter	Passed	Remaining
3255	15491	8297
3256	15495	8292
3257	15500	8287
3258	15504	8282
3259	15509	8278
3260	15513	8273
3261	15518	8268
3262	15522	8263
3263	15527	8258
3264	15531	8253
3265	15537	8249
3266	15543	8244
3267	15548	8240
3268	15553	8235
3269	15558	8231
3270	15563	8226
3271	15568	8222
3272	15573	8217
3273	15578	8212
3274	15583	8207
3275	15587	8203
3276	15592	8198
3277	15596	8193
3278	15601	8188
3279	15606	8183
3280	15610	8178
3281	15615	8173
3282	15619	8169
3283	15624	8164
3284	15629	8159
3285	15633	8154
3286	15638	8149
3287	15642	8144
3288	15647	8139
3289	15651	8135
3290	15656	8130
3291	15660	8125
3292	15665	8120
3293	15670	8115
3294	15674	8110
3295	15679	8106
3296	15683	8101
3297	15689	8096
3298	15693	8091
3299	15698	8087
3300	15703	8082
3301	15707	8077
3302	15712	8072
3303	15717	8068
3304	15722	8063
3305	15728	8059
3306	15732	8054
3307	15738	8049
3308	15742	8044
3309	15746	8039
3310	15751	8035
3311	15755	8030
3312	15760	8025
3313	15764	8020
3314	15769	8015
3315	15773	8010
3316	15777	8005
3317	15782	8000
3318	15786	7995
3319	15791	7990
3320	15795	7985
3321	15800	7980
3322	15804	7976
3323	15809	7971
3324	15813	7966
3325	15818	7961
3326	15822	7956
3327	15827	7951
3328	15831	7946
3329	15835	7941
3330	15840	7936
3331	15844	7931
3332	15849	7927
3333	15853	7922
3334	15858	7917
3335	15862	7912
3336	15866	7907
3337	15871	7902
3338	15876	7897
3339	15881	7893
3340	15885	7888
3341	15890	7883
3342	15895	7878
3343	15899	7873
3344	15904	7869
3345	15909	7864
3346	15914	7859
3347	15919	7855
3348	15924	7850
3349	15928	7845
3350	15933	7840
3351	15938	7836
3352	15943	7831
3353	15947	7826
3354	15952	7821
3355	15956	7816
3356	15961	7811
3357	15966	7807
3358	15970	7802
3359	15975	7797
3360	15979	7792
3361	15984	7787
3362	15989	7782
3363	15993	7778
3364	15998	7773
3365	16002	7768
3366	16007	7763
3367	16011	7758
3368	16016	7753
3369	16021	7749
3370	16025	7744
3371	16030	7739
3372	16034	7734
3373	16039	7729
3374	16044	7725
3375	16048	7720
3376	16053	7715
3377	16057	7710
3378	16062	7705
3379	16067	7700
3380	16075	7697
3381	16080	7693
3382	16085	7688
3383	16091	7684
3384	16095	7679
3385	16099	7674
3386	16104	7669
3387	16109	7664
3388	16113	7659
3389	16117	7654
3390	16122	7650
3391	16127	7645
3392	16131	7640
3393	16135	7635
3394	16140	7630
3395	16144	7625
3396	16149	7620
3397	16153	7615
3398	16158	7610
3399	16162	7605
3400	16166	7600
3401	16171	7596
3402	16175	7591
3403	16180	7586
3404	16184	7581
3405	16189	7576
3406	16193	7571
3407	16197	7566
3408	16202	7561
3409	16206	7556
3410	16211	7551
3411	16215	7547
3412	16220	7542
3413	16224	7537
3414	16229	7532
3415	16235	7528
3416	16240	7523
3417	16245	7519
3418	16250	7514
3419	16256	7510
3420	16260	7505
3421	16265	7500
3422	16270	7496
3423	16275	7491
3424	16280	7486
3425	16284	7481
3426	16289	7476
3427	16294	7472
3428	16298	7467
3429	16303	7462
3430	16308	7457
3431	16312	7452
3432	16317	7448
3433	16321	7443
3434	16326	7438
3435	16330	7433
3436	16335	7428
3437	16339	7423
3438	16344	7418
3439	16349	7414
3440	16353	7409
3441	16358	7404
3442	16362	7399
3443	16367	7394
3444	16371	7389
3445	16376	7385
3446	16380	7380
3447	16385	7375
3448	16389	7370
3449	16394	7365
3450	16398	7360
3451	16403	7355
3452	16408	7351
3453	16413	7346
3454	16418	7342
3455	16423	7337
3456	16428	7332
3457	16433	7328
3458	16438	7323
3459	16442	7318
3460	16447	7313
3461	16452	7309
3462	16456	7304
3463	16461	7299
3464	16466	7294
3465	16471	7289
3466	16476	7285
3467	16481	7280
3468	16486	7276
3469	16490	7271
3470	16495	7266
3471	16499	7261
3472	16504	7256
3473	16508	7251
3474	16512	7246
3475	16517	7241
3476	16521	7236
3477	16526	7232
3478	16530	7227
3479	16535	7222
3480	16539	7217
3481	16543	7212
3482	16548	7207
3483	16552	7202
3484	16556	7197
3485	16561	7192
3486	16565	7187
3487	16570	7182
3488	16574	7178
3489	16580	7173
3490	16585	7169
3491	16590	7164
3492	16595	7159
3493	16600	7155
3494	16605	7150
3495	16610	7145
3496	16615	7141
3497	16619	7136
3498	16624	7131
3499	16629	7126
3500	16634	7122
3501	16638	7117
3502	16643	7112
3503	16647	7107
3504	16652	7102
3505	16657	7098
3506	16661	7093
3507	16666	7088
3508	16670	7083
3509	16675	7078
3510	16680	7073
3511	16684	7069
3512	16689	7064
3513	16693	7059
3514	16698	7054
3515	16702	7049
3516	16707	7044
3517	16711	7040
3518	16716	7035
3519	16721	7030
3520	16725	7025
3521	16730	7020
3522	16734	7016
3523	16739	7011
3524	16744	7006
3525	16749	7001
3526	16753	6997
3527	16760	6992
3528	16764	6988
3529	16770	6983
3530	16774	6978
3531	16779	6973
3532	16783	6968
3533	16788	6964
3534	16792	6959
3535	16797	6954
3536	16801	6949
3537	16806	6944
3538	16810	6939
3539	16814	6934
3540	16819	6930
3541	16823	6925
3542	16828	6920
3543	16832	6915
3544	16837	6910
3545	16841	6905
3546	16846	6900
3547	16850	6896
3548	16855	6891
3549	16859	6886
3550	16864	6881
3551	16868	6876
3552	16872	6871
3553	16877	6866
3554	16881	6861
3555	16886	6857
3556	16890	6852
3557	16895	6847
3558	16899	6842
3559	16904	6837
3560	16909	6832
3561	16913	6828
3562	16918	6823
3563	16923	6818
3564	16928	6814
3565	16932	6809
3566	16937	6804
3567	16943	6800
3568	16947	6795
3569	16952	6790
3570	16957	6785
3571	16962	6781
3572	16967	6776
3573	16972	6771
3574	16976	6766
3575	16981	6762
3576	16985	6757
3577	16991	6752
3578	16996	6748
3579	17000	6743
3580	17005	6738
3581	17010	6733
3582	17015	6729
3583	17020	6724
3584	17024	6719
3585	17029	6714
3586	17033	6710
3587	17038	6705
3588	17043	6700
3589	17047	6695
3590	17052	6690
3591	17056	6686
3592	17061	6681
3593	17066	6676
3594	17071	6671
3595	17076	6667
3596	17080	6662
3597	17084	6657
3598	17090	6652
3599	17095	6648
3600	17100	6643
3601	17105	6638
3602	17110	6634
3603	17115	6629
3604	17119	6624
3605	17124	6620
3606	17129	6615
3607	17133	6610
3608	17138	6605
3609	17142	6600
3610	17147	6595
3611	17151	6590
3612	17156	6586
3613	17160	6581
3614	17164	6576
3615	17169	6571
3616	17173	6566
3617	17178	6561
3618	17182	6556
3619	17187	6551
3620	17191	6547
3621	17195	6542
3622	17200	6537
3623	17204	6532
3624	17208	6527
3625	17213	6522
3626	17217	6517
3627	17222	6512
3628	17226	6507
3629	17230	6503
3630	17235	6498
3631	17239	6493
3632	17244	6488
3633	17248	6483
3634	17253	6478
3635	17257	6473
3636	17261	6469
3637	17266	6464
3638	17271	6459
3639	17276	6454
3640	17282	6450
3641	17287	6446
3642	17292	6441
3643	17298	6436
3644	17302	6432
3645	17308	6427
3646	17313	6423
3647	17318	6418
3648	17322	6413
3649	17327	6408
3650	17332	6404
3651	17336	6399
3652	17341	6394
3653	17346	6389
3654	17350	6384
3655	17355	6380
3656	17360	6375
3657	17364	6370
3658	17369	6365
3659	17373	6360
3660	17378	6356
3661	17383	6351
3662	17387	6346
3663	17392	6341
3664	17396	6336
3665	17401	6332
3666	17406	6327
3667	17411	6322
3668	17417	6318
3669	17422	6313
3670	17426	6309
3671	17431	6304
3672	17436	6299
3673	17440	6294
3674	17445	6289
3675	17450	6285
3676	17454	6280
3677	17459	6275
3678	17464	6270
3679	17469	6266
3680	17475	6262
3681	17481	6257
3682	17486	6252
3683	17491	6248
3684	17497	6243
3685	17501	6239
3686	17506	6234
3687	17510	6229
3688	17515	6224
3689	17520	6219
3690	17524	6215
3691	17529	6210
3692	17533	6205
3693	17537	6200
3694	17542	6195
3695	17546	6190
3696	17551	6185
3697	17555	6181
3698	17560	6176
3699	17564	6171
3700	17569	6166
3701	17573	6161
3702	17577	6156
3703	17582	6151
3704	17586	6146
3705	17590	6142
3706	17595	6137
3707	17599	6132
3708	17604	6127
3709	17608	6122
3710	17613	6117
3711	17617	6112
3712	17622	6108
3713	17627	6103
3714	17632	6098
3715	17637	6094
3716	17642	6089
3717	17647	6084
3718	17652	6080
3719	17656	6075
3720	17661	6070
3721	17665	6065
3722	17670	6060
3723	17674	6056
3724	17679	6051
3725	17683	6046
3726	17688	6041
3727	17692	6036
3728	17697	6031
3729	17701	6027
3730	17706	6022
3731	17710	6017
3732	17714	6012
3733	17719	6007
3734	17723	6002
3735	17728	5997
3736	17732	5993
3737	17737	5988
3738	17741	5983
3739	17746	5978
3740	17750	5973
3741	17755	5969
3742	17759	5964
3743	17764	5959
3744	17768	5954
3745	17773	5949
3746	17777	5944
3747	17781	5939
3748	17786	5935
3749	17790	5930
3750	17795	5925
3751	17800	5920
3752	17805	5916
3753	17811	5911
3754	17817	5907
3755	17822	5903
3756	17827	5898
3757	17832	5893
3758	17837	5888
3759	17842	5884
3760	17846	5879
3761	17851	5874
3762	17856	5869
3763	17860	5864
3764	17865	5860
3765	17869	5855
3766	17874	5850
3767	17878	5845
3768	17883	5840
3769	17887	5836
3770	17892	5831
3771	17897	5826
3772	17901	5821
3773	17906	5816
3774	17910	5812
3775	17915	5807
3776	17920	5802
3777	17924	5797
3778	17929	5792
3779	17933	5788
3780	17938	5783
3781	17942	5778
3782	17947	5773
3783	17952	5768
3784	17956	5764
3785	17962	5759
3786	17966	5754
3787	17972	5750
3788	17977	5745
3789	17981	5740
3790	17986	5736
3791	17991	5731
3792	17996	5726
3793	18001	5722
3794	18006	5717
3795	18010	5712
3796	18015	5707
3797	18019	5702
3798	18024	5698
3799	18028	5693
3800	18032	5688
3801	18037	5683
3802	18041	5678
3803	18046	5673
3804	18050	5669
3805	18055	5664
3806	18059	5659
3807	18064	5654
3808	18068	5649
3809	18073	5644
3810	18077	5640
3811	18082	5635
3812	18086	5630
3813	18090	5625
3814	18095	5620
3815	18100	5615
3816	18104	5611
3817	18108	5606
3818	18113	5601
3819	18117	5596
3820	18122	5591
3821	18126	5586
3822	18131	5582
3823	18136	5577
3824	18141	5572
3825	18147	5568
3826	18152	5563
3827	18159	5559
3828	18164	5555
3829	18169	5550
3830	18173	5545
3831	18178	5540
3832	18183	5536
3833	18187	5531
3834	18192	5526
3835	18197	5521
3836	18202	5517
3837	18207	5512
3838	18211	5507
3839	18216	5502
3840	18220	5497
3841	18225	5493
3842	18229	5488
3843	18234	5483
3844	18239	5478
3845	18243	5474
3846	18248	5469
3847	18252	5464
3848	18257	5459
3849	18261	5454
3850	18266	5450
3851	18270	5445
3852	18275	5440
3853	18280	5435
3854	18284	5430
3855	18289	5426
3856	18293	5421
3857	18298	5416
3858	18302	5411
3859	18306	5406
3860	18312	5402
3861	18319	5398
3862	18326	5393
3863	18331	5389
3864	18336	5384
3865	18341	5379
3866	18345	5375
3867	18350	5370
3868	18354	5365
3869	18359	5360
3870	18364	5355
3871	18368	5351
3872	18372	5346
3873	18377	5341
3874	18381	5336
3875	18386	5331
3876	18390	5326
3877	18394	5322
3878	18399	5317
3879	18403	5312
3880	18408	5307
3881	18412	5302
3882	18417	5297
3883	18421	5293
3884	18425	5288
3885	18430	5283
3886	18434	5278
3887	18439	5273
3888	18443	5268
3889	18447	5264
3890	18452	5259
3891	18456	5254
3892	18460	5249
3893	18465	5244
3894	18469	5239
3895	18474	5234
3896	18478	5230
3897	18482	5225
3898	18487	5220
3899	18491	5215
3900	18497	5211
3901	18502	5206
3902	18508	5202
3903	18513	5197
3904	18518	5192
3905	18523	5188
3906	18528	5183
3907	18533	5178
3908	18537	5173
3909	18542	5169
3910	18547	5164
3911	18552	5159
3912	18556	5154
3913	18561	5150
3914	18565	5145
3915	18570	5140
3916	18575	5135
3917	18579	5130
3918	18584	5126
3919	18588	5121
3920	18593	5116
3921	18597	5111
3922	18602	5107
3923	18607	5102
3924	18611	5097
3925	18616	5092
3926	18621	5088
3927	18625	5083
3928	18630	5078
3929	18634	5073
3930	18639	5068
3931	18643	5064
3932	18648	5059
3933	18652	5054
3934	18657	5049
3935	18661	5044
3936	18666	5040
3937	18671	5035
3938	18676	5030
3939	18680	5025
3940	18685	5021
3941	18690	5016
3942	18695	5011
3943	18701	5007
3944	18706	5002
3945	18710	4997
3946	18714	4992
3947	18719	4988
3948	18724	4983
3949	18728	4978
3950	18733	4973
3951	18737	4968
3952	18741	4964
3953	18746	4959
3954	18750	4954
3955	18755	4949
3956	18759	4944
3957	18764	4939
3958	18768	4935
3959	18772	4930
3960	18777	4925
3961	18781	4920
3962	18786	4915
3963	18790	4910
3964	18795	4906
3965	18799	4901
3966	18803	4896
3967	18808	4891
3968	18812	4886
3969	18817	4882
3970	18821	4877
3971	18826	4872
3972	18830	4867
3973	18834	4862
3974	18840	4858
3975	18844	4853
3976	18849	4848
3977	18854	4843
3978	18859	4839
3979	18864	4834
3980	18869	4830
3981	18875	4825
3982	18880	4820
3983	18884	4815
3984	18889	4811
3985	18894	4806
3986	18898	4801
3987	18903	4796
3988	18908	4792
3989	18912	4787
3990	18917	4782
3991	18921	4777
3992	18926	4773
3993	18931	4768
3994	18935	4763
3995	18940	4758
3996	18944	4753
3997	18949	4749
3998	18953	4744
3999	18958	4739
4000	18962	4734
4001	18967	4730
4002	18972	4725
4003	18976	4720
4004	18981	4715
4005	18985	4710
4006	18990	4706
4007	18994	4701
4008	18998	4696
4009	19003	4691
4010	19007	4686
4011	19012	4681
4012	19016	4677
4013	19021	4672
4014	19026	4667
4015	19031	4662
4016	19035	4658
4017	19041	4653
4018	19046	4648
4019	19050	4644
4020	19055	4639
4021	19060	4634
4022	19064	4629
4023	19069	4625
4024	19074	4620
4025	19079	4615
4026	19083	4610
4027	19088	4606
4028	19092	4601
4029	19097	4596
4030	19102	4591
4031	19106	4587
4032	19110	4582
4033	19115	4577
4034	19119	4572
4035	19124	4567
4036	19128	4562
4037	19133	4558
4038	19137	4553
4039	19142	4548
4040	19146	4543
4041	19150	4538
4042	19155	4534
4043	19159	4529
4044	19164	4524
4045	19169	4519
4046	19174	4515
4047	19179	4510
4048	19185	4506
4049	19190	4501
4050	19196	4496
4051	19201	4492
4052	19206	4487
4053	19212	4483
4054	19217	4478
4055	19223	4474
4056	19231	4470
4057	19236	4465
4058	19242	4460
4059	19247	4456
4060	19254	4452
4061	19260	4447
4062	19265	4442
4063	19270	4438
4064	19275	4433
4065	19280	4428
4066	19285	4424
4067	19291	4419
4068	19296	4415
4069	19301	4410
4070	19306	4405
4071	19311	4400
4072	19316	4396
4073	19321	4391
4074	19326	4386
4075	19330	4382
4076	19335	4377
4077	19340	4372
4078	19345	4368
4079	19350	4363
4080	19355	4358
4081	19360	4354
4082	19365	4349
4083	19370	4344
4084	19375	4339
4085	19380	4335
4086	19385	4330
4087	19396	4327
4088	19401	4322
4089	19406	4317
4090	19411	4313
4091	19416	4308
4092	19421	4303
4093	19427	4299
4094	19432	4294
4095	19437	4289
4096	19442	4285
4097	19447	4280
4098	19451	4275
4099	19457	4271
4100	19461	4266
4101	19466	4261
4102	19471	4256
4103	19476	4252
4104	19480	4247
4105	19485	4242
4106	19490	4237
4107	19495	4233
4108	19499	4228
4109	19504	4223
4110	19509	4218
4111	19514	4214
4112	19519	4209
4113	19525	4205
4114	19529	4200
4115	19534	4195
4116	19540	4190
4117	19545	4186
4118	19552	4181
4119	19557	4177
4120	19562	4172
4121	19568	4168
4122	19573	4163
4123	19578	4158
4124	19583	4154
4125	19587	4149
4126	19592	4144
4127	19597	4139
4128	19601	4134
4129	19606	4130
4130	19610	4125
4131	19615	4120
4132	19620	4115
4133	19624	4111
4134	19629	4106
4135	19633	4101
4136	19638	4096
4137	19642	4091
4138	19647	4087
4139	19651	4082
4140	19656	4077
4141	19661	4072
4142	19665	4068
4143	19670	4063
4144	19675	4058
4145	19679	4053
4146	19684	4048
4147	19688	4044
4148	19693	4039
4149	19698	4034
4150	19702	4029
4151	19707	4025
4152	19712	4020
4153	19718	4015
4154	19723	4011
4155	19728	4006
4156	19733	4001
4157	19739	3997
4158	19744	3992
4159	19748	3987
4160	19753	3983
4161	19758	3978
4162	19762	3973
4163	19767	3968
4164	19771	3963
4165	19776	3959
4166	19781	3954
4167	19785	3949
4168	19790	3944
4169	19795	3940
4170	19799	3935
4171	19804	3930
4172	19809	3925
4173	19813	3920
4174	19818	3916
4175	19822	3911
4176	19826	3906
4177	19831	3901
4178	19835	3896
4179	19840	3892
4180	19844	3887
4181	19849	3882
4182	19853	3877
4183	19858	3872
4184	19862	3868
4185	19867	3863
4186	19871	3858
4187	19875	3853
4188	19880	3848
4189	19884	3844
4190	19890	3839
4191	19895	3834
4192	19900	3830
4193	19905	3825
4194	19910	3820
4195	19914	3815
4196	19919	3811
4197	19924	3806
4198	19928	3801
4199	19933	3796
4200	19938	3792
4201	19942	3787
4202	19947	3782
4203	19951	3777
4204	19956	3772
4205	19960	3768
4206	19965	3763
4207	19969	3758
4208	19974	3753
4209	19979	3749
4210	19983	3744
4211	19988	3739
4212	19992	3734
4213	19997	3729
4214	20001	3725
4215	20006	3720
4216	20011	3715
4217	20015	3710
4218	20020	3706
4219	20024	3701
4220	20029	3696
4221	20034	3691
4222	20038	3686
4223	20043	3682
4224	20047	3677
4225	20052	3672
4226	20056	3667
4227	20061	3663
4228	20067	3658
4229	20073	3653
4230	20078	3649
4231	20083	3644
4232	20088	3639
4233	20093	3635
4234	20097	3630
4235	20102	3625
4236	20107	3620
4237	20112	3616
4238	20116	3611
4239	20121	3606
4240	20125	3601
4241	20130	3597
4242	20134	3592
4243	20139	3587
4244	20143	3582
4245	20147	3577
4246	20152	3573
4247	20156	3568
4248	20161	3563
4249	20165	3558
4250	20170	3553
4251	20175	3549
4252	20180	3544
4253	20185	3539
4254	20189	3534
4255	20193	3530
4256	20198	3525
4257	20202	3520
4258	20207	3515
4259	20211	3510
4260	20216	3506
4261	20220	3501
4262	20224	3496
4263	20230	3491
4264	20235	3487
4265	20240	3482
4266	20245	3477
4267	20249	3473
4268	20254	3468
4269	20259	3463
4270	20263	3458
4271	20268	3453
4272	20272	3449
4273	20277	3444
4274	20281	3439
4275	20286	3434
4276	20291	3430
4277	20295	3425
4278	20300	3420
4279	20304	3415
4280	20308	3410
4281	20313	3406
4282	20317	3401
4283	20322	3396
4284	20326	3391
4285	20331	3386
4286	20335	3382
4287	20340	3377
4288	20344	3372
4289	20348	3367
4290	20353	3362
4291	20357	3358
4292	20361	3353
4293	20366	3348
4294	20370	3343
4295	20375	3338
4296	20379	3334
4297	20384	3329
4298	20388	3324
4299	20392	3319
4300	20397	3314
4301	20401	3310
4302	20405	3305
4303	20410	3300
4304	20415	3295
4305	20420	3291
4306	20425	3286
4307	20430	3281
4308	20435	3277
4309	20440	3272
4310	20447	3267
4311	20451	3263
4312	20456	3258
4313	20461	3253
4314	20465	3248
4315	20470	3244
4316	20474	3239
4317	20479	3234
4318	20484	3229
4319	20488	3225
4320	20493	3220
4321	20498	3215
4322	20502	3210
4323	20507	3206
4324	20512	3201
4325	20516	3196
4326	20521	3191
4327	20526	3187
4328	20531	3182
4329	20535	3177
4330	20540	3172
4331	20544	3168
4332	20549	3163
4333	20554	3158
4334	20558	3153
4335	20563	3149
4336	20568	3144
4337	20573	3139
4338	20578	3134
4339	20583	3130
4340	20588	3125
4341	20593	3120
4342	20598	3116
4343	20604	3111
4344	20608	3106
4345	20613	3102
4346	20618	3097
4347	20623	3092
4348	20628	3087
4349	20633	3083
4350	20637	3078
4351	20642	3073
4352	20647	3068
4353	20651	3064
4354	20656	3059
4355	20660	3054
4356	20665	3049
4357	20669	3044
4358	20674	3040
4359	20678	3035
4360	20683	3030
4361	20687	3025
4362	20691	3021
4363	20696	3016
4364	20700	3011
4365	20705	3006
4366	20709	3001
4367	20714	2997
4368	20718	2992
4369	20723	2987
4370	20727	2982
4371	20732	2977
4372	20736	2973
4373	20740	2968
4374	20745	2963
4375	20749	2958
4376	20754	2954
4377	20760	2949
4378	20765	2944
4379	20770	2940
4380	20775	2935
4381	20780	2930
4382	20784	2925
4383	20789	2921
4384	20794	2916
4385	20798	2911
4386	20803	2906
4387	20809	2902
4388	20813	2897
4389	20818	2892
4390	20823	2888
4391	20827	2883
4392	20832	2878
4393	20845	2874
4394	20861	2871
4395	20876	2868
4396	20887	2864
4397	20895	2860
4398	20901	2855
4399	20906	2850
4400	20910	2846
4401	20915	2841
4402	20918	2836
4403	20922	2831
4404	20926	2826
4405	20930	2821
4406	20934	2816
4407	20938	2812
4408	20942	2807
4409	20946	2802
4410	20950	2797
4411	20954	2792
4412	20957	2787
4413	20961	2782
4414	20965	2778
4415	20969	2773
4416	20973	2768
4417	20977	2763
4418	20981	2758
4419	20984	2753
4420	20988	2748
4421	20992	2743
4422	20996	2739
4423	21000	2734
4424	21004	2729
4425	21008	2724
4426	21012	2719
4427	21016	2714
4428	21020	2710
4429	21025	2705
4430	21029	2700
4431	21034	2695
4432	21040	2691
4433	21044	2686
4434	21049	2681
4435	21053	2676
4436	21057	2671
4437	21061	2667
4438	21065	2662
4439	21069	2657
4440	21073	2652
4441	21078	2647
4442	21082	2642
4443	21086	2638
4444	21090	2633
4445	21094	2628
4446	21098	2623
4447	21102	2618
4448	21106	2614
4449	21110	2609
4450	21114	2604
4451	21119	2599
4452	21123	2594
4453	21127	2589
4454	21131	2585
4455	21135	2580
4456	21139	2575
4457	21144	2570
4458	21148	2565
4459	21152	2561
4460	21156	2556
4461	21161	2551
4462	21165	2546
4463	21169	2541
4464	21173	2537
4465	21178	2532
4466	21182	2527
4467	21186	2522
4468	21190	2517
4469	21194	2513
4470	21199	2508
4471	21204	2503
4472	21209	2498
4473	21214	2494
4474	21218	2489
4475	21223	2484
4476	21228	2479
4477	21232	2475
4478	21237	2470
4479	21242	2465
4480	21246	2460
4481	21250	2456
4482	21255	2451
4483	21259	2446
4484	21264	2441
4485	21268	2436
4486	21272	2432
4487	21277	2427
4488	21281	2422
4489	21286	2417
4490	21290	2413
4491	21294	2408
4492	21299	2403
4493	21303	2398
4494	21308	2393
4495	21312	2389
4496	21317	2384
4497	21321	2379
4498	21325	2374
4499	21330	2370
4500	21334	2365
4501	21339	2360
4502	21343	2355
4503	21348	2351
4504	21353	2346
4505	21357	2341
4506	21362	2336
4507	21366	2331
4508	21371	2327
4509	21376	2322
4510	21380	2317
4511	21386	2313
4512	21391	2308
4513	21396	2303
4514	21401	2298
4515	21406	2294
4516	21410	2289
4517	21415	2284
4518	21419	2279
4519	21424	2275
4520	21428	2270
4521	21432	2265
4522	21437	2260
4523	21441	2256
4524	21446	2251
4525	21450	2246
4526	21455	2241
4527	21459	2236
4528	21464	2232
4529	21468	2227
4530	21473	2222
4531	21477	2217
4532	21482	2213
4533	21486	2208
4534	21491	2203
4535	21495	2198
4536	21500	2194
4537	21504	2189
4538	21508	2184
4539	21513	2179
4540	21517	2175
4541	21522	2170
4542	21526	2165
4543	21531	2160
4544	21535	2155
4545	21540	2151
4546	21547	2146
4547	21553	2142
4548	21558	2137
4549	21563	2132
4550	21568	2127
4551	21573	2123
4552	21579	2118
4553	21583	2113
4554	21589	2109
4555	21594	2104
4556	21598	2099
4557	21603	2094
4558	21608	2090
4559	21613	2085
4560	21617	2080
4561	21622	2075
4562	21627	2071
4563	21631	2066
4564	21636	2061
4565	21640	2056
4566	21645	2052
4567	21649	2047
4568	21654	2042
4569	21659	2037
4570	21663	2033
4571	21668	2028
4572	21673	2023
4573	21677	2018
4574	21682	2014
4575	21686	2009
4576	21691	2004
4577	21695	1999
4578	21700	1995
4579	21704	1990
4580	21709	1985
4581	21713	1980
4582	21718	1976
4583	21724	1971
4584	21729	1966
4585	21734	1962
4586	21739	1957
4587	21744	1952
4588	21748	1947
4589	21753	1943
4590	21757	1938
4591	21762	1933
4592	21767	1928
4593	21771	1924
4594	21775	1919
4595	21780	1914
4596	21785	1909
4597	21789	1905
4598	21794	1900
4599	21798	1895
4600	21803	1890
4601	21807	1886
4602	21811	1881
4603	21816	1876
4604	21820	1871
4605	21825	1866
4606	21829	1862
4607	21834	1857
4608	21838	1852
4609	21843	1847
4610	21847	1843
4611	21852	1838
4612	21856	1833
4613	21860	1828
4614	21865	1824
4615	21869	1819
4616	21874	1814
4617	21879	1809
4618	21883	1805
4619	21888	1800
4620	21892	1795
4621	21896	1790
4622	21901	1786
4623	21906	1781
4624	21911	1776
4625	21916	1771
4626	21922	1767
4627	21926	1762
4628	21931	1757
4629	21936	1753
4630	21941	1748
4631	21946	1743
4632	21951	1738
4633	21956	1734
4634	21961	1729
4635	21966	1724
4636	21970	1719
4637	21975	1715
4638	21980	1710
4639	21984	1705
4640	21989	1700
4641	21994	1696
4642	21998	1691
4643	22003	1686
4644	22007	1681
4645	22012	1677
4646	22017	1672
4647	22021	1667
4648	22026	1662
4649	22030	1658
4650	22035	1653
4651	22039	1648
4652	22044	1643
4653	22049	1639
4654	22053	1634
4655	22058	1629
4656	22062	1624
4657	22067	1620
4658	22072	1615
4659	22077	1610
4660	22082	1606
4661	22088	1601
4662	22092	1596
4663	22097	1591
4664	22102	1587
4665	22107	1582
4666	22111	1577
4667	22116	1572
4668	22120	1568
4669	22125	1563
4670	22129	1558
4671	22134	1553
4672	22138	1549
4673	22143	1544
4674	22147	1539
4675	22152	1534
4676	22156	1530
4677	22161	1525
4678	22165	1520
4679	22170	1515
4680	22174	1511
4681	22178	1506
4682	22183	1501
4683	22187	1496
4684	22192	1492
4685	22196	1487
4686	22200	1482
4687	22205	1477
4688	22209	1473
4689	22214	1468
4690	22218	1463
4691	22223	1458
4692	22227	1454
4693	22231	1449
4694	22236	1444
4695	22240	1439
4696	22245	1435
4697	22250	1430
4698	22255	1425
4699	22260	1420
4700	22266	1416
4701	22271	1411
4702	22276	1406
4703	22282	1402
4704	22286	1397
4705	22291	1392
4706	22295	1387
4707	22300	1383
4708	22305	1378
4709	22310	1373
4710	22314	1368
4711	22319	1364
4712	22323	1359
4713	22328	1354
4714	22333	1349
4715	22337	1345
4716	22342	1340
4717	22346	1335
4718	22351	1330
4719	22356	1326
4720	22360	1321
4721	22365	1316
4722	22369	1311
4723	22374	1307
4724	22379	1302
4725	22383	1297
4726	22388	1292
4727	22392	1288
4728	22397	1283
4729	22402	1278
4730	22406	1274
4731	22411	1269
4732	22416	1264
4733	22423	1259
4734	22428	1255
4735	22433	1250
4736	22438	1245
4737	22443	1241
4738	22448	1236
4739	22452	1231
4740	22458	1226
4741	22462	1222
4742	22467	1217
4743	22471	1212
4744	22476	1207
4745	22480	1203
4746	22485	1198
4747	22489	1193
4748	22494	1188
4749	22498	1184
4750	22503	1179
4751	22507	1174
4752	22511	1169
4753	22516	1165
4754	22520	1160
4755	22525	1155
4756	22529	1150
4757	22534	1146
4758	22538	1141
4759	22542	1136
4760	22547	1131
4761	22551	1127
4762	22555	1122
4763	22560	1117
4764	22564	1112
4765	22569	1108
4766	22573	1103
4767	22578	1098
4768	22582	1093
4769	22587	1089
4770	22592	1084
4771	22597	1079
4772	22603	1074
4773	22608	1070
4774	22613	1065
4775	22618	1060
4776	22623	1056
4777	22628	1051
4778	22632	1046
4779	22637	1041
4780	22642	1037
4781	22646	1032
4782	22651	1027
4783	22655	1022
4784	22660	1018
4785	22665	1013
4786	22669	1008
4787	22674	1003
4788	22678	999
4789	22683	994
4790	22688	989
4791	22692	984
4792	22697	980
4793	22701	975
4794	22706	970
4795	22711	966
4796	22715	961
4797	22720	956
4798	22724	951
4799	22729	947
4800	22734	942
4801	22738	937
4802	22743	932
4803	22747	928
4804	22752	923
4805	22756	918
4806	22760	913
4807	22766	909
4808	22770	904
4809	22775	899
4810	22780	894
