iter	RMSE
2496	0.04487635035
2497	0.04485276377
2498	0.04484088129
2499	0.04483830414
2500	0.04483388733
2501	0.04483133298
2502	0.04482614038
2503	0.04480247484
2504	0.0447687207
2505	0.04476617213
2506	0.04473441492
2507	0.04473187639
2508	0.04472930723
2509	0.0446989907
2510	0.04469640165
2511	0.04469214226
2512	0.04466433225
2513	0.04464634066
2514	0.04464119771
2515	0.04463795898
2516	0.0446217801
2517	0.04459666842
2518	0.04459413803
2519	0.04457817613
2520	0.04454641051
2521	0.04454024543
2522	0.04453449345
2523	0.04452956328
2524	0.04449797682
2525	0.04448779192
2526	0.04447974763
2527	0.04445220428
2528	0.04444972618
2529	0.04444096225
2530	0.04443546814
2531	0.04443227985
2532	0.04442718071
2533	0.04442469285
2534	0.04440744629
2535	0.04437980805
2536	0.04437733384
2537	0.04437486311
2538	0.04434465511
2539	0.04431717359
2540	0.04430800045
2541	0.04429431496
2542	0.0442857676
2543	0.04425315738
2544	0.04424929038
2545	0.04424300266
2546	0.04423808172
2547	0.04422033478
2548	0.04420756138
2549	0.04419812759
2550	0.04416898521
2551	0.0441592153
2552	0.04415679599
2553	0.04415432483
2554	0.04414159908
2555	0.04410888236
2556	0.04408188223
2557	0.0440553233
2558	0.04405292025
2559	0.04404849513
2560	0.04404607619
2561	0.04404290998
2562	0.04403999231
2563	0.04403489873
2564	0.04403249002
2565	0.04400517473
2566	0.0440027733
2567	0.04397304648
2568	0.04396140872
2569	0.04394450362
2570	0.0439421481
2571	0.0439375342
2572	0.04392511174
2573	0.04392273946
2574	0.04389645285
2575	0.0438939138
2576	0.04386600237
2577	0.04385681481
2578	0.04384816745
2579	0.04384044455
2580	0.04383809779
2581	0.04381170446
2582	0.04380690099
2583	0.04377504371
2584	0.04377166039
2585	0.04376931103
2586	0.04374826644
2587	0.04373867377
2588	0.0437353154
2589	0.04373297254
2590	0.04372921545
2591	0.04372419076
2592	0.04371903115
2593	0.04369838836
2594	0.04369320997
2595	0.04369091385
2596	0.0436818019
2597	0.04367872286
2598	0.04367490136
2599	0.04366247571
2600	0.04363097151
2601	0.04360481002
2602	0.04360251001
2603	0.04360022659
2604	0.04357431977
2605	0.04357064889
2606	0.04354388328
2607	0.04352321004
2608	0.0435209201
2609	0.04350289454
2610	0.0435006144
2611	0.04349835641
2612	0.04349610608
2613	0.04348716623
2614	0.04348180854
2615	0.04346153739
2616	0.04343455409
2617	0.04343098698
2618	0.04340082696
2619	0.0433802142
2620	0.04337801467
2621	0.04336771817
2622	0.04336450509
2623	0.0433366682
2624	0.0433243943
2625	0.04331507861
2626	0.04331175284
2627	0.043304427
2628	0.04327498165
2629	0.0432693025
2630	0.04324388791
2631	0.04324167236
2632	0.04321233502
2633	0.04320699647
2634	0.04319071977
2635	0.04316546704
2636	0.04316321869
2637	0.04313380124
2638	0.04312750014
2639	0.04312399243
2640	0.04311679686
2641	0.0431099323
2642	0.04310495623
2643	0.04307988906
2644	0.04307470798
2645	0.04306463952
2646	0.04305359005
2647	0.04302535061
2648	0.04299833723
2649	0.04297341133
2650	0.04296684262
2651	0.04295819781
2652	0.0429532262
2653	0.04292821049
2654	0.04292248234
2655	0.04289246072
2656	0.04286652752
2657	0.04286424077
2658	0.0428620719
2659	0.04285360627
2660	0.04284773011
2661	0.04284324666
2662	0.04281709652
2663	0.04281216195
2664	0.04278170823
2665	0.04277849217
2666	0.0427536182
2667	0.04273326498
2668	0.0427267058
2669	0.04271550378
2670	0.04270967817
2671	0.04270751907
2672	0.04270539523
2673	0.04269559605
2674	0.04268792712
2675	0.04268350503
2676	0.04265901596
2677	0.04265252457
2678	0.04262781432
2679	0.04262464235
2680	0.04262249479
2681	0.04262036803
2682	0.04261536669
2683	0.04261097414
2684	0.0426072824
2685	0.04257894397
2686	0.04257682699
2687	0.0425706188
2688	0.04256716598
2689	0.04256144886
2690	0.04255821391
2691	0.04255468337
2692	0.04255259785
2693	0.04253266371
2694	0.04250295343
2695	0.04250087985
2696	0.04249878588
2697	0.04249057551
2698	0.04247478662
2699	0.04245048733
2700	0.04242102707
2701	0.04241410882
2702	0.04238220862
2703	0.04238012198
2704	0.04237434282
2705	0.04236612661
2706	0.04235923333
2707	0.04235243367
2708	0.04234169435
2709	0.04233389061
2710	0.04232745366
2711	0.04232526721
2712	0.04231861037
2713	0.0423163942
2714	0.04231432485
2715	0.04228770504
2716	0.04228342134
2717	0.04227789861
2718	0.0422758653
2719	0.04226075196
2720	0.04225396273
2721	0.042244843
2722	0.0422155585
2723	0.0422134958
2724	0.04220897724
2725	0.04220647791
2726	0.04219948853
2727	0.0421949087
2728	0.04218523471
2729	0.04215617983
2730	0.04215061621
2731	0.04214387217
2732	0.04213775621
2733	0.04213452683
2734	0.04213181851
2735	0.04212097646
2736	0.04211794574
2737	0.04211304318
2738	0.0420943678
2739	0.04208926791
2740	0.04208723455
2741	0.04208001631
2742	0.04205638497
2743	0.04205435647
2744	0.04205234009
2745	0.0420460383
2746	0.04204280171
2747	0.04203107631
2748	0.04202540395
2749	0.04202224295
2750	0.042016006
2751	0.04198713054
2752	0.04197911545
2753	0.04195394888
2754	0.04194752405
2755	0.04194152532
2756	0.04191179265
2757	0.04190864764
2758	0.04190087056
2759	0.04189225983
2760	0.04188734486
2761	0.04188216911
2762	0.04187498808
2763	0.04187299593
2764	0.04185167533
2765	0.04183131527
2766	0.04182895144
2767	0.04180021755
2768	0.04179535129
2769	0.04179046505
2770	0.04178728621
2771	0.04178117934
2772	0.04177876759
2773	0.04177318749
2774	0.04174031236
2775	0.04173508614
2776	0.04172935115
2777	0.04172260803
2778	0.04168125821
2779	0.04167465426
2780	0.04163388812
2781	0.04163015902
2782	0.04162810802
2783	0.04162052883
2784	0.04159170127
2785	0.04158979994
2786	0.04158784611
2787	0.04158002508
2788	0.04157812402
2789	0.04153534542
2790	0.0415117033
2791	0.04147947352
2792	0.04147757621
2793	0.04147473155
2794	0.04146908422
2795	0.04146353436
2796	0.04145682608
2797	0.04145020725
2798	0.04143077971
2799	0.04140846126
2800	0.04140388472
2801	0.04139831521
2802	0.04139277814
2803	0.04136646828
2804	0.04136058421
2805	0.04133448659
2806	0.04133259462
2807	0.04131013519
2808	0.04130383254
2809	0.04126434441
2810	0.04125601616
2811	0.0412329137
2812	0.04123090976
2813	0.04120272209
2814	0.04119963606
2815	0.04117637067
2816	0.04117091684
2817	0.0411433263
2818	0.04114220214
2819	0.04114033062
2820	0.04112173594
2821	0.04110536121
2822	0.04110265896
2823	0.04110017989
2824	0.0410955886
2825	0.04106308433
2826	0.04105867794
2827	0.04103572743
2828	0.04100470881
2829	0.0409942776
2830	0.04099033695
2831	0.04098836903
2832	0.04098636738
2833	0.04097392912
2834	0.04094701589
2835	0.0409438388
2836	0.04093373552
2837	0.04092718126
2838	0.04092525323
2839	0.04092340034
2840	0.04091507021
2841	0.04091322584
2842	0.04090878021
2843	0.0408860413
2844	0.04088215242
2845	0.04084706819
2846	0.04084241229
2847	0.04084054783
2848	0.04083585212
2849	0.04081452779
2850	0.04080918236
2851	0.0408049762
2852	0.04078348709
2853	0.04077809299
2854	0.0407732279
2855	0.04076362815
2856	0.0407599903
2857	0.04073666509
2858	0.04069788027
2859	0.04069312163
2860	0.040687513
2861	0.04066453376
2862	0.04066263447
2863	0.04065858354
2864	0.04064943617
2865	0.0406463983
2866	0.04064452333
2867	0.0406389152
2868	0.0406344946
2869	0.04061463132
2870	0.04060147889
2871	0.04058031603
2872	0.0405532604
2873	0.04054335151
2874	0.04050546696
2875	0.04049947653
2876	0.04049528923
2877	0.04049041162
2878	0.04046518638
2879	0.04043823136
2880	0.0404329884
2881	0.04042793806
2882	0.04042557265
2883	0.04040467935
2884	0.04039913394
2885	0.04037238023
2886	0.040367503
2887	0.04036200258
2888	0.04036017109
2889	0.04035501119
2890	0.04035317741
2891	0.040351463
2892	0.04031423564
2893	0.04029199488
2894	0.04028603835
2895	0.04028035178
2896	0.04027719146
2897	0.04027225978
2898	0.04025122506
2899	0.04024594875
2900	0.04022314208
2901	0.04020816357
2902	0.04017142269
2903	0.04013519152
2904	0.04013078503
2905	0.04012573203
2906	0.04009934233
2907	0.04009596332
2908	0.0400884543
2909	0.04008453046
2910	0.04008011672
2911	0.0400612668
2912	0.04003658197
2913	0.04002950541
2914	0.04001286118
2915	0.03998682248
2916	0.03996118591
2917	0.03995621054
2918	0.03992623907
2919	0.03992440189
2920	0.0399148343
2921	0.03990525643
2922	0.03988747897
2923	0.039883208
2924	0.03985779367
2925	0.03985092792
2926	0.03984742213
2927	0.03984219579
2928	0.03982714001
2929	0.0398016415
2930	0.03978314377
2931	0.03974980354
2932	0.03972789741
2933	0.03972242139
2934	0.03971754309
2935	0.03970970773
2936	0.03969266749
2937	0.03968782862
2938	0.0396839874
2939	0.03965782319
2940	0.03965192506
2941	0.03964704195
2942	0.03964525084
2943	0.03962124595
2944	0.0396183679
2945	0.03961497578
2946	0.03958214956
2947	0.03957784395
2948	0.03956791557
2949	0.03956600943
2950	0.03956036699
2951	0.03955311475
2952	0.03954905132
2953	0.03953723706
2954	0.03953101836
2955	0.03950580729
2956	0.03948763952
2957	0.03948307824
2958	0.0394704725
2959	0.03944451746
2960	0.03941246971
2961	0.03941037131
2962	0.03940557793
2963	0.03940088684
2964	0.03937975508
2965	0.03937050279
2966	0.03936607068
2967	0.0393614424
2968	0.03935696995
2969	0.03933230794
2970	0.03932613149
2971	0.03929986753
2972	0.03929596955
2973	0.03927729372
2974	0.03925317309
2975	0.0392247253
2976	0.03922293391
2977	0.03919712189
2978	0.03919127676
2979	0.03916942771
2980	0.03914483485
2981	0.03913930117
2982	0.03913545887
2983	0.03913108516
2984	0.03912674448
2985	0.03912252088
2986	0.03911328537
2987	0.03908875452
2988	0.03908392695
2989	0.03908224206
2990	0.03907855466
2991	0.03905311017
2992	0.03901970392
2993	0.03901793025
2994	0.03899309009
2995	0.03897267184
2996	0.03896623322
2997	0.03894120389
2998	0.03893943812
2999	0.03893534903
3000	0.03893095311
3001	0.0389066489
3002	0.03890240731
3003	0.03889563779
3004	0.03889316289
3005	0.03889007723
3006	0.03888559526
3007	0.03888196194
3008	0.03885285063
3009	0.03884903407
3010	0.03882288524
3011	0.03880075326
3012	0.03879610246
3013	0.03879355192
3014	0.0387703503
3015	0.03876585654
3016	0.03875784448
3017	0.03875283977
3018	0.03874072236
3019	0.03873899884
3020	0.03871394982
3021	0.03869104322
3022	0.03866846655
3023	0.03866231127
3024	0.03865731369
3025	0.03863865898
3026	0.03861783259
3027	0.03860035432
3028	0.03859177179
3029	0.03858731732
3030	0.03857453095
3031	0.03856794825
3032	0.0385438099
3033	0.03851822785
3034	0.03850679633
3035	0.03849965103
3036	0.03849357583
3037	0.03848833063
3038	0.0384841733
3039	0.0384789703
3040	0.03845984813
3041	0.03845434789
3042	0.03844996133
3043	0.03844483506
3044	0.03843938956
3045	0.03843705321
3046	0.03842562229
3047	0.0384027677
3048	0.03838313768
3049	0.03837821595
3050	0.0383728586
3051	0.03836595496
3052	0.03836247199
3053	0.03835576863
3054	0.03835405306
3055	0.03835102442
3056	0.0383311631
3057	0.03832578759
3058	0.038323832
3059	0.03831991275
3060	0.03831239025
3061	0.03830851849
3062	0.0383069545
3063	0.03828999058
3064	0.038278461
3065	0.03827337943
3066	0.03827064275
3067	0.03826675849
3068	0.03826372282
3069	0.03825567454
3070	0.03825145356
3071	0.03824681319
3072	0.0382381212
3073	0.03823343605
3074	0.03823044576
3075	0.03820984145
3076	0.0381855181
3077	0.03816149182
3078	0.03815903453
3079	0.03815496092
3080	0.03813129227
3081	0.03812137649
3082	0.03809165682
3083	0.03808590401
3084	0.03808158544
3085	0.03807633114
3086	0.03807338808
3087	0.03807051853
3088	0.0380662775
3089	0.03804695274
3090	0.03804132075
3091	0.0380329355
3092	0.03802999313
3093	0.03802584952
3094	0.03800167978
3095	0.03799042664
3096	0.03797639086
3097	0.03794440216
3098	0.03792456337
3099	0.03792095514
3100	0.03791462594
3101	0.03789559905
3102	0.03786806567
3103	0.03785162131
3104	0.03782912947
3105	0.03781676668
3106	0.03781292848
3107	0.03780513944
3108	0.03778395381
3109	0.03777718272
3110	0.03775543548
3111	0.03774712552
3112	0.0377425381
3113	0.0377197874
3114	0.03771246954
3115	0.03768546665
3116	0.03766229995
3117	0.03765766255
3118	0.0376390183
3119	0.03761955255
3120	0.03761611711
3121	0.03761199277
3122	0.03760821175
3123	0.03760664804
3124	0.03758441671
3125	0.03758067115
3126	0.03755878678
3127	0.03755461233
3128	0.03755003318
3129	0.0375381105
3130	0.03751733704
3131	0.03749964107
3132	0.03748829501
3133	0.03746512268
3134	0.03744373056
3135	0.03742618693
3136	0.03741793842
3137	0.03740730912
3138	0.03740322731
3139	0.03740135489
3140	0.03739409011
3141	0.03738615555
3142	0.03738229092
3143	0.03738073497
3144	0.03737610778
3145	0.03737330358
3146	0.03735279702
3147	0.03733601298
3148	0.03733185778
3149	0.03732133129
3150	0.03731729416
3151	0.03729434784
3152	0.03728969402
3153	0.03726693339
3154	0.03724508984
3155	0.037240692
3156	0.0372357484
3157	0.03721474263
3158	0.03720845242
3159	0.03719063966
3160	0.03717468579
3161	0.03717239812
3162	0.03714989764
3163	0.03714398315
3164	0.03712327299
3165	0.03712007173
3166	0.03709682709
3167	0.03708953456
3168	0.03706912629
3169	0.0370476183
3170	0.037041593
3171	0.03702406338
3172	0.0370203813
3173	0.0370052017
3174	0.0370011003
3175	0.0369946015
3176	0.03699067199
3177	0.03697460108
3178	0.03697055935
3179	0.03695573734
3180	0.03693275934
3181	0.03691060037
3182	0.03689470971
3183	0.03689138108
3184	0.03688983491
3185	0.03687068739
3186	0.03685569105
3187	0.03685218668
3188	0.03684921536
3189	0.03684613811
3190	0.03682653803
3191	0.03681868441
3192	0.03681462619
3193	0.03680681611
3194	0.03678753995
3195	0.03677820718
3196	0.0367691559
3197	0.03676288276
3198	0.03675443935
3199	0.03673641112
3200	0.03671925262
3201	0.03670119445
3202	0.03668749679
3203	0.03668455
3204	0.03666374881
3205	0.03664913809
3206	0.03664533778
3207	0.03661646055
3208	0.03659750934
3209	0.03658647942
3210	0.03657185237
3211	0.03655626042
3212	0.03654952122
3213	0.03653257366
3214	0.03652997307
3215	0.03651446243
3216	0.03651066477
3217	0.03650684764
3218	0.03649910184
3219	0.03649651706
3220	0.03649394823
3221	0.03648624465
3222	0.03647858448
3223	0.03647632665
3224	0.036472539
3225	0.03645027262
3226	0.03644683252
3227	0.03642851158
3228	0.03641781993
3229	0.03641386574
3230	0.03641208038
3231	0.03639533424
3232	0.03639270955
3233	0.03638883062
3234	0.03638731865
3235	0.03637647618
3236	0.03636668258
3237	0.0363641423
3238	0.03635615315
3239	0.03635120772
3240	0.03633498676
3241	0.03633070003
3242	0.03631421066
3243	0.03631012945
3244	0.0363086236
3245	0.03629344195
3246	0.03628058856
3247	0.03625285501
3248	0.03624828494
3249	0.03623418214
3250	0.03623046502
3251	0.03622896766
3252	0.03621363021
3253	0.03620991814
3254	0.03620741509
3255	0.0362038238
3256	0.0361872761
3257	0.03618579046
3258	0.03618375614
3259	0.03617897593
3260	0.03617493515
3261	0.036166365
3262	0.03614548185
3263	0.03612642816
3264	0.03612285576
3265	0.03610342266
3266	0.03609854948
3267	0.03607688684
3268	0.03605870506
3269	0.03605465093
3270	0.03605259078
3271	0.0360421001
3272	0.0360328192
3273	0.03602634865
3274	0.03602187593
3275	0.03601519583
3276	0.03601193144
3277	0.03599087141
3278	0.03598901738
3279	0.03597394083
3280	0.03596407908
3281	0.0359472854
3282	0.03592199053
3283	0.03590238152
3284	0.03588110223
3285	0.03587431037
3286	0.03585945372
3287	0.03585712645
3288	0.03585259128
3289	0.03584470222
3290	0.03584046663
3291	0.03582217279
3292	0.03581843948
3293	0.03581060369
3294	0.03580391261
3295	0.03579965535
3296	0.03579361174
3297	0.0357911634
3298	0.03577522135
3299	0.03575923367
3300	0.03575707166
3301	0.03575344735
3302	0.03573639534
3303	0.03573193614
3304	0.03572808525
3305	0.03570815361
3306	0.03569036724
3307	0.03566990653
3308	0.03564902408
3309	0.03564099117
3310	0.03563446311
3311	0.03561883829
3312	0.03561562618
3313	0.03560961335
3314	0.03560528026
3315	0.03560191645
3316	0.03559581936
3317	0.03559217935
3318	0.03558836056
3319	0.03557233786
3320	0.03556816373
3321	0.03556539445
3322	0.03556092103
3323	0.0355573921
3324	0.03555497711
3325	0.03554492594
3326	0.03554127757
3327	0.03553807067
3328	0.03553548448
3329	0.03553004613
3330	0.03552385164
3331	0.0355163359
3332	0.03549975719
3333	0.03548200647
3334	0.03547719464
3335	0.03547039024
3336	0.0354605121
3337	0.03544087437
3338	0.03543668526
3339	0.0354343043
3340	0.03542999475
3341	0.03541109943
3342	0.03539365426
3343	0.03537661449
3344	0.03535605976
3345	0.03535240905
3346	0.03534906924
3347	0.03534198969
3348	0.03534072937
3349	0.03532511475
3350	0.03531205574
3351	0.0353101178
3352	0.03530635464
3353	0.03530156389
3354	0.03528127232
3355	0.03527873812
3356	0.03527246889
3357	0.03526368647
3358	0.03525923897
3359	0.03525537899
3360	0.03524882184
3361	0.03523571357
3362	0.03521653093
3363	0.03521075607
3364	0.03520530229
3365	0.03520302681
3366	0.03519341277
3367	0.03518878469
3368	0.03517732761
3369	0.03517412926
3370	0.0351706714
3371	0.03515782121
3372	0.03515385539
3373	0.03514878455
3374	0.03514272502
3375	0.03512386537
3376	0.03511861913
3377	0.03511403791
3378	0.03511089449
3379	0.03510739543
3380	0.03510501006
3381	0.03510283271
3382	0.03509665874
3383	0.03508150477
3384	0.03506647721
3385	0.03506313062
3386	0.03505974631
3387	0.03505687496
3388	0.03505323488
3389	0.03504047683
3390	0.03502360825
3391	0.03500854058
3392	0.03499065702
3393	0.03498407901
3394	0.03496051643
3395	0.0349469732
3396	0.03494506851
3397	0.0349376618
3398	0.03492106605
3399	0.03491148998
3400	0.03490836974
3401	0.03490554536
3402	0.03490161358
3403	0.03488528965
3404	0.03486527598
3405	0.03486385189
3406	0.0348512791
3407	0.03484390193
3408	0.03482782418
3409	0.03482556485
3410	0.0348221566
3411	0.03480301184
3412	0.0347974295
3413	0.03479326945
3414	0.03478836986
3415	0.03478524651
3416	0.03476711285
3417	0.03475099316
3418	0.03474681704
3419	0.03474204227
3420	0.03472506433
3421	0.03470728214
3422	0.03470322434
3423	0.03469143534
3424	0.03466600505
3425	0.03465023111
3426	0.03463417504
3427	0.03462686796
3428	0.03462098608
3429	0.03460634994
3430	0.03460152304
3431	0.03458196774
3432	0.03456949805
3433	0.03456223907
3434	0.03454252327
3435	0.03452698383
3436	0.03450757561
3437	0.03449316721
3438	0.03448592763
3439	0.03447955298
3440	0.03447450846
3441	0.03447031911
3442	0.03445097233
3443	0.03444285921
3444	0.03443741757
3445	0.03443584909
3446	0.03443087971
3447	0.03442814124
3448	0.03442410522
3449	0.03439914864
3450	0.0343848331
3451	0.03438005873
3452	0.03435541102
3453	0.03434116023
3454	0.03433718602
3455	0.03433251947
3456	0.03432912517
3457	0.0343251081
3458	0.03432097254
3459	0.03431405678
3460	0.03431066836
3461	0.03430984991
3462	0.03429544741
3463	0.03428851116
3464	0.03427782729
3465	0.03427260344
3466	0.0342703041
3467	0.03425292193
3468	0.03424903038
3469	0.03424624597
3470	0.03424503142
3471	0.03424132177
3472	0.03423595481
3473	0.03423157459
3474	0.0342272458
3475	0.03422332769
3476	0.03422061731
3477	0.0342182825
3478	0.03421234526
3479	0.03421038488
3480	0.03419309784
3481	0.03417773135
3482	0.03417055209
3483	0.03416549345
3484	0.03416036362
3485	0.0341532345
3486	0.0341492142
3487	0.03414529143
3488	0.03414189777
3489	0.03413732564
3490	0.03412516922
3491	0.03412138731
3492	0.03410934996
3493	0.03409531815
3494	0.03408135186
3495	0.03407676067
3496	0.03407449945
3497	0.03406742861
3498	0.03405352262
3499	0.03405170327
3500	0.03403657814
3501	0.03403329384
3502	0.03403109666
3503	0.03401403205
3504	0.03401022657
3505	0.03400338315
3506	0.03399884152
3507	0.03398504409
3508	0.03397327271
3509	0.03395170353
3510	0.0339348064
3511	0.03392832242
3512	0.03391199399
3513	0.03390011796
3514	0.0338960349
3515	0.03389194687
3516	0.03388301244
3517	0.03388049383
3518	0.03387708286
3519	0.03387340792
3520	0.03386868306
3521	0.03385860915
3522	0.03383729109
3523	0.03383505727
3524	0.03383056967
3525	0.03382841176
3526	0.03382470573
3527	0.03382233041
3528	0.03381953498
3529	0.03380121362
3530	0.03379725195
3531	0.0337950321
3532	0.03376824135
3533	0.03374346332
3534	0.03373350503
3535	0.03372649632
3536	0.03372118485
3537	0.03371899484
3538	0.03371593054
3539	0.03371263658
3540	0.03370566397
3541	0.03370006851
3542	0.03369769397
3543	0.03369558442
3544	0.03367217945
3545	0.03366078774
3546	0.03365860281
3547	0.03365455796
3548	0.03365203004
3549	0.03363142387
3550	0.03361323822
3551	0.03359116335
3552	0.03358696197
3553	0.03358416596
3554	0.03358205423
3555	0.03357042715
3556	0.03355397744
3557	0.03354272129
3558	0.03353895634
3559	0.03352878435
3560	0.03352304841
3561	0.03352075684
3562	0.03351791293
3563	0.03351684017
3564	0.03350384231
3565	0.03349816769
3566	0.0334930181
3567	0.0334795915
3568	0.03345687555
3569	0.03345252947
3570	0.03343006487
3571	0.03341372675
3572	0.03341086367
3573	0.03340476028
3574	0.03340067844
3575	0.03339508387
3576	0.03339113809
3577	0.03338724368
3578	0.03337102603
3579	0.03336546232
3580	0.03335212357
3581	0.03334105019
3582	0.03331886684
3583	0.03330281747
3584	0.03329918483
3585	0.03327947346
3586	0.03326852696
3587	0.03326674776
3588	0.03326291964
3589	0.03324345467
3590	0.03323738134
3591	0.03323492907
3592	0.03321571166
3593	0.03321193508
3594	0.03320982202
3595	0.03319196707
3596	0.03318919777
3597	0.03318691982
3598	0.0331826311
3599	0.03317905334
3600	0.03315788311
3601	0.03314225698
3602	0.03312476221
3603	0.03310759177
3604	0.03310335112
3605	0.03309867198
3606	0.03308792964
3607	0.03308243253
3608	0.03306506021
3609	0.03306244548
3610	0.03305877097
3611	0.03305594643
3612	0.03304696154
3613	0.03304327301
3614	0.03304061681
3615	0.03303431135
3616	0.03302453358
3617	0.03302025439
3618	0.03300284019
3619	0.03300013815
3620	0.03299624592
3621	0.03299253323
3622	0.03297539646
3623	0.03297193624
3624	0.03296988719
3625	0.03296736436
3626	0.0329504259
3627	0.03294744211
3628	0.03294402004
3629	0.03293477198
3630	0.03292934619
3631	0.032926596
3632	0.03291698686
3633	0.03291150378
3634	0.03289480419
3635	0.03289099011
3636	0.03287505832
3637	0.03287133235
3638	0.03285760291
3639	0.0328538211
3640	0.03284845293
3641	0.03284313958
3642	0.03283978563
3643	0.03282423173
3644	0.03281519351
3645	0.03280581114
3646	0.03280235924
3647	0.03279709398
3648	0.03279341329
3649	0.03279027364
3650	0.03277298817
3651	0.03275994043
3652	0.03275110089
3653	0.03274353647
3654	0.03273971062
3655	0.032735039
3656	0.0327162931
3657	0.03269601179
3658	0.03269204206
3659	0.03267572117
3660	0.03266804759
3661	0.03266115025
3662	0.03265063133
3663	0.03264000289
3664	0.03262742187
3665	0.03262436892
3666	0.03262107459
3667	0.0326183058
3668	0.03261660833
3669	0.03261371182
3670	0.03260405874
3671	0.03260194162
3672	0.03259950213
3673	0.03259588166
3674	0.03259188685
3675	0.03258782695
3676	0.03258265564
3677	0.0325781127
3678	0.03257507128
3679	0.03257361582
3680	0.03256171997
3681	0.03255051234
3682	0.03254692036
3683	0.0325406112
3684	0.03253224124
3685	0.03253050993
3686	0.03251970931
3687	0.03251443461
3688	0.03250929309
3689	0.03250581586
3690	0.03250080964
3691	0.03249758036
3692	0.03249454621
3693	0.03248684321
3694	0.03248444036
3695	0.03248128331
3696	0.03247614716
3697	0.03246934059
3698	0.03246254321
3699	0.03245880551
3700	0.03245532424
3701	0.03245303522
3702	0.0324475556
3703	0.03244212163
3704	0.0324385461
3705	0.03243345954
3706	0.03242944091
3707	0.03242657312
3708	0.03241622542
3709	0.0324118957
3710	0.03240451155
3711	0.03239115051
3712	0.03237514533
3713	0.03236430674
3714	0.03236004265
3715	0.03235273806
3716	0.03234929789
3717	0.0323318808
3718	0.03232924604
3719	0.03232759671
3720	0.03232341626
3721	0.03230683439
3722	0.03230371757
3723	0.03229141729
3724	0.03228527944
3725	0.03227460131
3726	0.03226880219
3727	0.03226679241
3728	0.03225917205
3729	0.03225384051
3730	0.03225038706
3731	0.03224853083
3732	0.03224574121
3733	0.03224177459
3734	0.03223734953
3735	0.03223325178
3736	0.03221742144
3737	0.03221426031
3738	0.0322037103
3739	0.03219867674
3740	0.03219520464
3741	0.03219319526
3742	0.03217760046
3743	0.03216273948
3744	0.03214676767
3745	0.0321261925
3746	0.03212152215
3747	0.03211845368
3748	0.03211578972
3749	0.0321125117
3750	0.032103158
3751	0.03209980399
3752	0.0320960405
3753	0.03208930267
3754	0.03208598717
3755	0.0320845367
3756	0.03208136391
3757	0.03207870386
3758	0.0320756063
3759	0.03206910592
3760	0.03206414382
3761	0.03204548283
3762	0.03203895121
3763	0.03202258855
3764	0.03201956156
3765	0.03201627243
3766	0.03201338432
3767	0.0320111392
3768	0.03199466303
3769	0.03199143393
3770	0.03198108439
3771	0.03197864349
3772	0.03197009573
3773	0.03195820224
3774	0.03195048682
3775	0.03193923715
3776	0.03193430447
3777	0.03193076099
3778	0.03192824129
3779	0.03192592375
3780	0.03192357665
3781	0.03191783367
3782	0.03191451448
3783	0.03191162947
3784	0.03189137929
3785	0.03188876702
3786	0.03188431477
3787	0.03188268177
3788	0.03187849213
3789	0.03186214629
3790	0.03185198261
3791	0.03185031748
3792	0.03183382252
3793	0.03183081838
3794	0.03182750222
3795	0.03182484583
3796	0.03181841739
3797	0.03181354379
3798	0.03181088991
3799	0.03180493966
3800	0.03180209868
3801	0.03179776155
3802	0.03179312071
3803	0.03177995996
3804	0.03177512352
3805	0.03177285983
3806	0.03177060548
3807	0.03176581681
3808	0.03175051952
3809	0.0317482622
3810	0.03174399038
3811	0.03174141727
3812	0.03173578829
3813	0.03172821849
3814	0.03171032483
3815	0.03170643336
3816	0.03169217267
3817	0.03168587708
3818	0.03168422168
3819	0.03168143175
3820	0.03167517042
3821	0.03166221568
3822	0.03165745642
3823	0.03165360302
3824	0.03164734116
3825	0.0316450344
3826	0.03164342215
3827	0.03163069177
3828	0.03161785037
3829	0.03161709154
3830	0.03160467883
3831	0.03159636188
3832	0.03158130701
3833	0.03157803666
3834	0.03157591359
3835	0.03155989644
3836	0.03155398224
3837	0.03153871396
3838	0.03153408192
3839	0.03153232099
3840	0.03152723299
3841	0.03152369516
3842	0.03152058165
3843	0.0315125762
3844	0.03149419612
3845	0.03148158502
3846	0.03147722684
3847	0.03147262522
3848	0.03146751533
3849	0.03146349849
3850	0.03144760614
3851	0.03144319736
3852	0.03142894494
3853	0.03142654243
3854	0.0314243666
3855	0.03141773209
3856	0.0314147771
3857	0.03140313114
3858	0.03139826222
3859	0.03139491146
3860	0.03139141553
3861	0.03138743803
3862	0.03137765586
3863	0.0313750911
3864	0.03137275403
3865	0.03136316015
3866	0.03135888205
3867	0.03135434639
3868	0.03135215038
3869	0.0313484027
3870	0.03134612449
3871	0.03134221789
3872	0.03132829017
3873	0.03132476299
3874	0.0313097158
3875	0.03130507892
3876	0.03130349207
3877	0.0313003578
3878	0.0312961056
3879	0.03129198405
3880	0.03128588685
3881	0.03128358461
3882	0.03127843689
3883	0.03127626446
3884	0.03127416207
3885	0.03126567634
3886	0.03126376328
3887	0.03126028162
3888	0.03124986083
3889	0.0312377578
3890	0.031233842
3891	0.03122955145
3892	0.03122489464
3893	0.03122276679
3894	0.03121954099
3895	0.03121720692
3896	0.0312091038
