iter	RMSE
172	0.2325470838
173	0.2311591858
174	0.2297156111
175	0.2282455616
176	0.226798556
177	0.225420972
178	0.2240425197
179	0.2226719965
180	0.2212837934
181	0.2199271019
182	0.2185684341
183	0.2171966726
184	0.2158509764
185	0.2145536612
186	0.2132870563
187	0.2119837622
188	0.210740108
189	0.2095147063
190	0.2083241531
191	0.2070746843
192	0.205880903
193	0.2046908131
194	0.2035776082
195	0.202438626
196	0.2013019774
197	0.2001576971
198	0.1990499102
199	0.1979186089
200	0.1968047267
201	0.1956826409
202	0.1945809574
203	0.193498955
204	0.1924176237
205	0.1914106173
206	0.1903498039
207	0.1893114035
208	0.1882708046
209	0.1872864411
210	0.1863281605
211	0.1853139971
212	0.1843607647
213	0.1834206424
214	0.1825146021
215	0.1815705447
216	0.1806935129
217	0.1797624941
218	0.1789204954
219	0.1779938131
220	0.1770937502
221	0.1761917283
222	0.1753120207
223	0.1744452732
224	0.173564718
225	0.1728518833
226	0.1720271793
227	0.1712082874
228	0.1703640621
229	0.1695914565
230	0.1688051334
231	0.1679747526
232	0.1672005215
233	0.1664509023
234	0.1656645448
235	0.1649341178
236	0.1641525828
237	0.1634024679
238	0.1627075093
239	0.1619811122
240	0.1612503771
241	0.1605239258
242	0.1598303647
243	0.1591003488
244	0.1584381786
245	0.1577743652
246	0.157067373
247	0.1563946738
248	0.1557499823
249	0.155087123
250	0.1544202508
251	0.1537506133
252	0.1531506214
253	0.1524975662
254	0.1518828351
255	0.1512688094
256	0.1506582714
257	0.1500641766
258	0.149493401
259	0.148900362
260	0.1483340735
261	0.147768217
262	0.1471997059
263	0.14661423
264	0.1460401385
265	0.1454879006
266	0.1449217608
267	0.1443880444
268	0.1438626131
269	0.1433236336
270	0.1428073106
271	0.1422625183
272	0.1417310898
273	0.1412160623
274	0.1407243295
275	0.1402124986
276	0.1397368585
277	0.139253463
278	0.1387925791
279	0.1383278891
280	0.1378701483
281	0.1373745233
282	0.1369461142
283	0.1365046747
284	0.1360326082
285	0.1355696003
286	0.1351276144
287	0.1346844325
288	0.1342602734
289	0.1338285858
290	0.1333940635
291	0.1329906216
292	0.1326197807
293	0.132215186
294	0.1318040527
295	0.1313868686
296	0.1309709788
297	0.1305523611
298	0.1301747841
299	0.1297929325
300	0.1294283715
301	0.1290716425
302	0.1287331542
303	0.1283787664
304	0.1280288903
305	0.1277175465
306	0.1273378933
307	0.1269959715
308	0.1266667134
309	0.1263212932
310	0.125984791
311	0.1256748539
312	0.1253628853
313	0.125033127
314	0.1247223674
315	0.1243908728
316	0.1240612919
317	0.1237590495
318	0.1234699566
319	0.1231782282
320	0.1228768811
321	0.1225853228
322	0.122279079
323	0.1219997912
324	0.1217053335
325	0.121437249
326	0.1211730794
327	0.120898776
328	0.1206208675
329	0.120337902
330	0.1200508604
331	0.1198042075
332	0.1195488724
333	0.1192768659
334	0.1190278523
335	0.1187749175
336	0.1185370411
337	0.1182878841
338	0.1180300162
339	0.1177680795
340	0.1175334018
341	0.1172876241
342	0.1170582448
343	0.1168329093
344	0.1166249033
345	0.1164198547
346	0.1161815885
347	0.1159529514
348	0.1157487409
349	0.1155577481
350	0.1153336016
351	0.1151135551
352	0.1149184835
353	0.1146973576
354	0.1144337814
355	0.1142232416
356	0.1140058607
357	0.1138236298
358	0.1136362751
359	0.1134319931
360	0.1132445722
361	0.1130553935
362	0.1128653691
363	0.1126715916
364	0.1124901632
365	0.1123083689
366	0.1121304322
367	0.1119508859
368	0.1117624914
369	0.1115950043
370	0.1114287285
371	0.1112380128
372	0.1110708175
373	0.1108934601
374	0.1107347591
375	0.110579467
376	0.1104154151
377	0.1102550133
378	0.1101151674
379	0.109951892
380	0.1097847232
381	0.1096416421
382	0.1094971182
383	0.1093338088
384	0.1091824672
385	0.1090323494
386	0.1088997841
387	0.1087425356
388	0.108609717
389	0.1084581718
390	0.1083212296
391	0.1081890393
392	0.1080749287
393	0.1079242233
394	0.1077875129
395	0.1076548116
396	0.1075280062
397	0.1073952798
398	0.1072706463
399	0.107133754
400	0.1070075037
401	0.106906174
402	0.1067990253
403	0.1066512164
404	0.1065383348
405	0.106416945
406	0.1062956669
407	0.106186384
408	0.106078179
409	0.1059532309
410	0.1058460144
411	0.1057307925
412	0.1056179707
413	0.1054563232
414	0.1053613025
415	0.1052645634
416	0.1051626113
417	0.1050657295
418	0.1049560658
419	0.1048479541
420	0.1047328003
421	0.104629864
422	0.1045410135
423	0.1044474655
424	0.1043510955
425	0.1042664523
426	0.1041676307
427	0.1040698452
428	0.1039901096
429	0.1039015327
430	0.1038036616
431	0.1037263626
432	0.1036484578
433	0.1035569491
434	0.1034791202
435	0.10338406
436	0.1032918179
437	0.1032098971
438	0.1031153526
439	0.1030226159
440	0.10294581
441	0.1028488618
442	0.1027629107
443	0.1026432753
444	0.1025619054
445	0.1024852073
446	0.1024050256
447	0.1022498899
448	0.1021822933
449	0.102098191
450	0.1019753778
451	0.1018935123
452	0.1018194211
453	0.1017311382
454	0.1016564826
455	0.1015846044
456	0.1015076429
457	0.1014079205
458	0.1013404644
459	0.1012663368
460	0.1011712931
461	0.1010903239
462	0.1010202155
463	0.1009460106
464	0.1008761235
465	0.1008225777
466	0.1007670058
467	0.1007046193
468	0.1006440441
469	0.1005605164
470	0.1004921869
471	0.1004272754
472	0.1003576411
473	0.1002888502
474	0.1002323186
475	0.100166293
476	0.100105686
477	0.1000487891
478	0.09997364688
479	0.09992612023
480	0.09986929477
481	0.0998142145
482	0.09975243722
483	0.09970430645
484	0.09958610954
485	0.09952287
486	0.09947470651
487	0.09942398087
488	0.09936596397
489	0.09928856807
490	0.09922930564
491	0.09917668121
492	0.09911321373
493	0.09906217821
494	0.09900785938
495	0.09894568206
496	0.09889110704
497	0.09883652506
498	0.09878644135
499	0.09872470359
500	0.09867352701
501	0.0986188993
502	0.09857165716
503	0.09853032472
504	0.09847489082
505	0.09841983784
506	0.09837717359
507	0.09832369727
508	0.09827540845
509	0.09822478375
510	0.09816870355
511	0.09810509768
512	0.09804584161
513	0.09800018322
514	0.09794863102
515	0.09789625046
516	0.09785429715
517	0.09780308148
518	0.09776326919
519	0.09771750536
520	0.09767469175
521	0.09762604202
522	0.09757518627
523	0.09748191939
524	0.0974389581
525	0.0973597097
526	0.09731085191
527	0.09727096495
528	0.0972274209
529	0.09717757255
530	0.09711566744
531	0.09706653955
532	0.09702555335
533	0.0969782139
534	0.09685853027
535	0.0967975913
536	0.09675786677
537	0.09671176155
538	0.09661258339
539	0.09657241877
540	0.09653439251
541	0.09649325648
542	0.09635449301
543	0.09631278166
544	0.09627925068
545	0.0962469883
546	0.09620897934
547	0.09617078361
548	0.09612153624
549	0.09603116748
550	0.09597306357
551	0.09593532651
552	0.09586629195
553	0.09583311773
554	0.0957289347
555	0.09570146883
556	0.09566603513
557	0.09563064231
558	0.09553900767
559	0.09550101632
560	0.09546494906
561	0.09539391558
562	0.09535771738
563	0.09533186018
564	0.09524713554
565	0.09521995892
566	0.0951919225
567	0.09508869415
568	0.09505461808
569	0.09495829704
570	0.09489482757
571	0.09478657549
572	0.09473183152
573	0.09470624568
574	0.09467411623
575	0.09462780754
576	0.09458746855
577	0.09455641466
578	0.09444707334
579	0.09440757366
580	0.09437541672
581	0.09433961234
582	0.09430994411
583	0.09424533232
584	0.09421576997
585	0.0941868312
586	0.09416358103
587	0.09409242378
588	0.09398110485
589	0.09389707795
590	0.09384532196
591	0.09380185582
592	0.09375934574
593	0.09372304454
594	0.09369959287
595	0.09366229239
596	0.09363603385
597	0.09353629394
598	0.09351178179
599	0.09344508042
600	0.09337006033
601	0.09333244688
602	0.09330589164
603	0.09326942469
604	0.09324480767
605	0.0931493928
606	0.09311828961
607	0.09308294224
608	0.09297628863
609	0.09292060429
610	0.09288431772
611	0.09282409814
612	0.09278113981
613	0.09273297435
614	0.09270830321
615	0.09265944237
616	0.09258958789
617	0.09256332159
618	0.0925246305
619	0.09243714709
620	0.09239410497
621	0.09236581307
622	0.09233880555
623	0.09231301585
624	0.09226898091
625	0.09224188387
626	0.09222319813
627	0.09208852676
628	0.09202507214
629	0.09198956938
630	0.09194198602
631	0.09192362731
632	0.09189496355
633	0.09180903044
634	0.09178108075
635	0.09175303126
636	0.09166131748
637	0.09164228179
638	0.09154959402
639	0.09152542995
640	0.09144874784
641	0.09141639344
642	0.0913731264
643	0.09134074533
644	0.09131706639
645	0.09129168471
646	0.09126886657
647	0.09123358065
648	0.09115842744
649	0.0911278145
650	0.09105643791
651	0.09101891124
652	0.09098239927
653	0.09088997514
654	0.09079000843
655	0.09074761554
656	0.09065420717
657	0.09060252812
658	0.09054861928
659	0.09053036007
660	0.09050207094
661	0.09040990667
662	0.09032085797
663	0.09027968582
664	0.09025697076
665	0.0902204834
666	0.09015452314
667	0.09013418982
668	0.09010197182
669	0.08999023777
670	0.08995075149
671	0.08985045282
672	0.0898160819
673	0.08979238274
674	0.08969569471
675	0.08956681137
676	0.0895321726
677	0.08951598541
678	0.08940471872
679	0.08929759916
680	0.08927475399
681	0.0892550147
682	0.0891332873
683	0.08910871284
684	0.08909426822
685	0.08907616726
686	0.08905050593
687	0.08902254034
688	0.08892434596
689	0.08889616198
690	0.08881298209
691	0.08869739731
692	0.08858847606
693	0.08857382679
694	0.08854573451
695	0.08848708092
696	0.08846331554
697	0.08837032104
698	0.08828040795
699	0.08818578645
700	0.0880789568
701	0.08803550398
702	0.08802020015
703	0.08793941225
704	0.08792330738
705	0.08790099734
706	0.0878824431
707	0.08785524821
708	0.08780575593
709	0.08770413662
710	0.08766567188
711	0.08760225994
712	0.0875406837
713	0.08743230843
714	0.08736225095
715	0.0872732275
716	0.08724608748
717	0.0872098858
718	0.08718187564
719	0.08714931098
720	0.08713120783
721	0.08709063827
722	0.08698526298
723	0.08696213477
724	0.08694272956
725	0.0869213583
726	0.08684958411
727	0.0867669363
728	0.08675118813
729	0.08669714277
730	0.08667618456
731	0.086652647
732	0.0866280087
733	0.08660523882
734	0.08653984063
735	0.08643684746
736	0.08642095741
737	0.08638818261
738	0.08636513587
739	0.08634643341
740	0.08630387705
741	0.08628394817
742	0.08625514602
743	0.08621596102
744	0.08620344624
745	0.08617238379
746	0.08612702942
747	0.08608990779
748	0.08607021887
749	0.08603581524
750	0.08594242484
751	0.08585381188
752	0.08577218675
753	0.08573506867
754	0.08572351442
755	0.08569513119
756	0.08560277428
757	0.08551994913
758	0.08546276881
759	0.08543520004
760	0.08536733737
761	0.08533001008
762	0.08522546801
763	0.08519866913
764	0.08518353031
765	0.08515479159
766	0.08512134288
767	0.08502820002
768	0.08499875285
769	0.08498354514
770	0.08493386067
771	0.0849097265
772	0.08488774326
773	0.08485552252
774	0.08476306924
775	0.08474033475
776	0.08465554243
777	0.08462909339
778	0.08456680068
779	0.08453109795
780	0.08452037798
781	0.08446236378
782	0.08445132543
783	0.08443687002
784	0.0844105129
785	0.08436933795
786	0.08428491483
787	0.08427207373
788	0.08419183375
789	0.08417775915
790	0.08413496512
791	0.08403457358
792	0.08398380699
793	0.08388724073
794	0.08387244364
795	0.08383285397
796	0.08375484319
797	0.08367667295
798	0.08359906704
799	0.08356835377
800	0.0834876021
801	0.08344999645
802	0.08343823393
803	0.08340849495
804	0.08332729372
805	0.08328922186
806	0.08326221737
807	0.08321293667
808	0.08320203206
809	0.08317123346
810	0.08314397166
811	0.08311806079
812	0.08304009053
813	0.08295674651
814	0.08290745827
815	0.08283271692
816	0.08275559423
817	0.08274695942
818	0.08265797988
819	0.08264089456
820	0.08254101763
821	0.08247488339
822	0.08237879134
823	0.08233628513
824	0.08227294898
825	0.08225276482
826	0.08224011685
827	0.08214509325
828	0.08212356737
829	0.08209204498
830	0.08205955453
831	0.0819680342
832	0.08193062547
833	0.08191912953
834	0.08188162285
835	0.08183453146
836	0.08174417451
837	0.08173266422
838	0.0816461705
839	0.08156222142
840	0.08153367996
841	0.08147293975
842	0.08144621618
843	0.08142153316
844	0.08138872644
845	0.08136069967
846	0.081344306
847	0.08127631267
848	0.08118163509
849	0.08108688305
850	0.08100735819
851	0.08098090245
852	0.08096361233
853	0.0808861882
854	0.08080765728
855	0.08079872885
856	0.08072174897
857	0.08071464715
858	0.08066283687
859	0.08064675989
860	0.08055179956
861	0.08053825931
862	0.08050927791
863	0.08048088896
864	0.08044251347
865	0.08037033505
866	0.08034465981
867	0.08032918142
868	0.08030546551
869	0.08027885655
870	0.08026314269
871	0.08021150715
872	0.08019270164
873	0.08018106432
874	0.08016908921
875	0.08014612208
876	0.08010358883
877	0.08003102017
878	0.08001189308
879	0.07992983262
880	0.07991715117
881	0.079900687
882	0.07983299629
883	0.07978919578
884	0.07977718051
885	0.07974870862
886	0.07965594415
887	0.07963245064
888	0.07959327874
889	0.07955296284
890	0.07953933276
891	0.07952019441
892	0.0794577706
893	0.07943298373
894	0.07937943362
895	0.07935822916
896	0.07928318056
897	0.07927236389
898	0.07925093674
899	0.0792277352
900	0.0791636699
901	0.07914439412
902	0.07907150816
903	0.07905892857
904	0.07902946667
905	0.07900769192
906	0.07898309036
907	0.07897590909
908	0.07894066888
909	0.07891593582
910	0.07888834982
911	0.07879468626
912	0.07876483564
913	0.07874433251
914	0.07871227408
915	0.07861795898
916	0.07859574388
917	0.07857132595
918	0.07856076107
919	0.07852391155
920	0.07850032487
921	0.0784575504
922	0.07843522452
923	0.07841102908
924	0.07839772884
925	0.07836089565
926	0.07835164926
927	0.07833346023
928	0.07831163626
929	0.07828991471
930	0.07826324064
931	0.07816997655
932	0.07810357095
933	0.07808519296
934	0.07807520357
935	0.07799978837
936	0.07797798915
937	0.07795624062
938	0.07794402824
939	0.07793397846
940	0.07791556465
941	0.07790233015
942	0.07788410945
943	0.0778590257
944	0.07783632333
945	0.07782380975
946	0.07780198538
947	0.0777674908
948	0.07769444305
949	0.07765474997
950	0.07762594313
951	0.07755417742
952	0.07752227437
953	0.07743186501
954	0.07734157483
955	0.07725032108
956	0.07717118285
957	0.07713510871
958	0.07711723167
959	0.0770956279
960	0.07707472644
961	0.07705154417
962	0.07700925902
963	0.07699166156
964	0.07697015474
965	0.07694847875
966	0.07687696553
967	0.07685292975
968	0.07678227612
969	0.07677230598
970	0.07673817846
971	0.0766697919
972	0.0766307795
973	0.0766089166
974	0.0765884069
975	0.07653938625
976	0.07645109448
977	0.0764306871
978	0.0764048026
979	0.07637030227
980	0.0763464507
981	0.07631843398
982	0.07629763107
983	0.07628784484
984	0.07627875536
985	0.0762045194
986	0.0761981793
987	0.07612374918
988	0.07605208193
989	0.07603384492
990	0.07602374491
991	0.07596992163
992	0.0759496078
993	0.07594021473
994	0.07585623209
995	0.07580962486
996	0.07578815771
997	0.0757680118
998	0.07574771146
999	0.0757234346
1000	0.07568996962
1001	0.07559692101
1002	0.07558603264
1003	0.07556615526
1004	0.07549740993
1005	0.07547579779
1006	0.0754027756
1007	0.07538175795
1008	0.07536166591
1009	0.07534921504
1010	0.07532935044
1011	0.07525824847
1012	0.0752377014
1013	0.07521823854
1014	0.07514975877
1015	0.07514067724
1016	0.07510377776
1017	0.07501814197
1018	0.07498599547
1019	0.07497288957
1020	0.07496320522
1021	0.07494227865
1022	0.07492249778
1023	0.07490365788
1024	0.07487760579
1025	0.07484367405
1026	0.07482169884
1027	0.07480212749
1028	0.07478135641
1029	0.07469621798
1030	0.07462795419
1031	0.07460793501
1032	0.0745893869
1033	0.07454734019
1034	0.0745117353
1035	0.07449283594
1036	0.07447406466
1037	0.07445345642
1038	0.0744302371
1039	0.07441610575
1040	0.07439641723
1041	0.07436204544
1042	0.07427852454
1043	0.07425835151
1044	0.07422506008
1045	0.07414063431
1046	0.07411857662
1047	0.07406931719
1048	0.0740503124
1049	0.07399858189
1050	0.07397993777
1051	0.07396172557
1052	0.07394940837
1053	0.07393605688
1054	0.07392672215
1055	0.07390533299
1056	0.07389860811
1057	0.07388002516
1058	0.07384259754
1059	0.07382422803
1060	0.07375239494
1061	0.07372216081
1062	0.07363858963
1063	0.07356961153
1064	0.0735504033
1065	0.07352143085
1066	0.07345474365
1067	0.0734003178
1068	0.07336634251
1069	0.07329442778
1070	0.07327537392
1071	0.07325766639
1072	0.07323829007
1073	0.07322464063
1074	0.07320646558
1075	0.07317600585
1076	0.07310288613
1077	0.0730847714
1078	0.07306661895
1079	0.07304876043
1080	0.07296780365
1081	0.07294941224
1082	0.07293136709
1083	0.07291439815
1084	0.07290072587
1085	0.07288237994
1086	0.07281489966
1087	0.07279641833
1088	0.07272452436
1089	0.07264334083
1090	0.07263362436
1091	0.07260503318
1092	0.07258525026
1093	0.07251526683
1094	0.07249641763
1095	0.07242975292
1096	0.07240222421
1097	0.07236929114
1098	0.0723511527
1099	0.07233315747
1100	0.0723154272
1101	0.07229861169
1102	0.0722817238
1103	0.07226334695
1104	0.07225549495
1105	0.07221917306
1106	0.07215218224
1107	0.07207177599
1108	0.07205478921
1109	0.07198780542
1110	0.07196535607
1111	0.07194910041
1112	0.07186940055
1113	0.07184956785
1114	0.07177146902
1115	0.07175466045
1116	0.0717383383
1117	0.07167296147
1118	0.07165725495
1119	0.07159214685
1120	0.07157522153
1121	0.07155817952
1122	0.07152809554
1123	0.07151219815
1124	0.0714807505
1125	0.07141575859
1126	0.07140001444
1127	0.07133498867
1128	0.07131528539
1129	0.07129886673
1130	0.07129097976
1131	0.0712205424
1132	0.07120355753
1133	0.07118726784
1134	0.07115530538
1135	0.07114474261
1136	0.07112858616
1137	0.07111242611
1138	0.07109637631
1139	0.07108108817
1140	0.07106586106
1141	0.07104949894
1142	0.07103397051
1143	0.07096987372
1144	0.07095398887
1145	0.07093908971
1146	0.07092262746
1147	0.07090727947
1148	0.07084281832
1149	0.07082759012
1150	0.07074685117
1151	0.07073132825
1152	0.07071684085
1153	0.07070115751
1154	0.07068590604
1155	0.07067717806
1156	0.07066289567
1157	0.07059774037
1158	0.07058176543
1159	0.07051702468
1160	0.07050137222
1161	0.07048542425
1162	0.07041639623
1163	0.07040070573
1164	0.07035796669
1165	0.07030635217
1166	0.07029889154
1167	0.07028438382
1168	0.07026645342
1169	0.07025237461
1170	0.07018878981
1171	0.07017120784
1172	0.07015701344
1173	0.07014236371
1174	0.07012743728
1175	0.07009854619
1176	0.07008368114
1177	0.07001984895
1178	0.07000198961
1179	0.06998781318
1180	0.06997763999
1181	0.06996246564
1182	0.06994876768
1183	0.06991850909
1184	0.06989803839
1185	0.06988417225
1186	0.06986923941
1187	0.06982408578
1188	0.06976112328
1189	0.06969855772
1190	0.06968453563
1191	0.06966988555
1192	0.06959658526
1193	0.06958188331
1194	0.06951839485
1195	0.06950334903
1196	0.0694410222
1197	0.06937652057
1198	0.06936306774
1199	0.06934965775
1200	0.06928717477
1201	0.06927291125
1202	0.06919833358
1203	0.06918454355
1204	0.06912255321
1205	0.06909583928
1206	0.06908175179
1207	0.06902065829
1208	0.06900720457
1209	0.06899332947
1210	0.06893172422
1211	0.06891867602
1212	0.06885730412
1213	0.06882466154
1214	0.06879498518
1215	0.06877910269
1216	0.06871777286
1217	0.06870454334
1218	0.06869094871
1219	0.06867854861
1220	0.0686657353
1221	0.06864856056
1222	0.06863510918
1223	0.06862111525
1224	0.0685918933
1225	0.06857958297
1226	0.06851903494
1227	0.06850586415
1228	0.06849298227
1229	0.06847825261
1230	0.06846515303
1231	0.06845052158
1232	0.06838974053
1233	0.06832854833
1234	0.06831521451
1235	0.06825522417
1236	0.06824012889
1237	0.06822757557
1238	0.06820172318
1239	0.06818920016
1240	0.06817631818
1241	0.06816463435
1242	0.06808620769
1243	0.06807309707
1244	0.06806038244
1245	0.06804823933
1246	0.06803640868
1247	0.06798281305
1248	0.06792282554
1249	0.06790976227
1250	0.06783300212
1251	0.06782016053
1252	0.06777700947
1253	0.06772770268
1254	0.06766713256
1255	0.06764913412
1256	0.0676338725
1257	0.06762174841
1258	0.06760491728
1259	0.06756432045
1260	0.06755175877
1261	0.06752588864
1262	0.06750172988
1263	0.06748915309
1264	0.06747647294
1265	0.06740869556
1266	0.06739721324
1267	0.06733633775
1268	0.06732488348
1269	0.06731298759
1270	0.06725809044
1271	0.06724610367
1272	0.06723414217
1273	0.06720672729
1274	0.06714706353
1275	0.0671351022
1276	0.06707257145
1277	0.06704781098
1278	0.06698593175
1279	0.06696155779
1280	0.06689459525
1281	0.06688289147
1282	0.0668230733
1283	0.06681284856
1284	0.06675445722
1285	0.06674227366
1286	0.0667292632
1287	0.06666974481
1288	0.06665796393
1289	0.06660488147
1290	0.06654113243
1291	0.06652442975
1292	0.06651267268
1293	0.06645372255
1294	0.06644202543
1295	0.0663834668
1296	0.0663718233
1297	0.06635179247
1298	0.06634092672
1299	0.0663266908
1300	0.06631596586
1301	0.06625729967
1302	0.06619390695
1303	0.06618297715
1304	0.06615691457
1305	0.06614301486
1306	0.06609203967
1307	0.06607946411
1308	0.06601806482
1309	0.06600747457
1310	0.06594570397
1311	0.06588736371
1312	0.06587374333
1313	0.06581573228
1314	0.06577676705
1315	0.06575350364
1316	0.06569679405
1317	0.06567533401
1318	0.06564886552
1319	0.06562291743
1320	0.06561228156
1321	0.06559932698
1322	0.06558863561
1323	0.06555999901
1324	0.06554886984
1325	0.06552854997
1326	0.06546921204
1327	0.06541193462
1328	0.06540039091
1329	0.06538902373
1330	0.06533899558
1331	0.06532819338
1332	0.06531992839
1333	0.06530889517
1334	0.06528785029
1335	0.06525516635
1336	0.06519749841
1337	0.06518659019
1338	0.06517164699
1339	0.06513622056
1340	0.0650877117
1341	0.06504635621
1342	0.06503546647
1343	0.06498144629
1344	0.06497208289
1345	0.06496086104
1346	0.06493491316
1347	0.06492448129
1348	0.06491701849
1349	0.06489252309
1350	0.06483501358
1351	0.0648239247
1352	0.06480509621
1353	0.06475460964
1354	0.06473635191
1355	0.06472563553
1356	0.06466856483
1357	0.06465788881
1358	0.06464701402
1359	0.06462797974
1360	0.06461739856
1361	0.06459642244
1362	0.06458552166
1363	0.06456146964
1364	0.06454522518
1365	0.06453076508
1366	0.06452096004
1367	0.06451212967
1368	0.06450239256
1369	0.06447710639
1370	0.06446646323
1371	0.06444962687
1372	0.06438859688
1373	0.06437830808
1374	0.06436804095
1375	0.06431902961
1376	0.0642622899
1377	0.06423867772
1378	0.0642284387
1379	0.06417219886
1380	0.0641157886
1381	0.06410618747
1382	0.06409647646
1383	0.06407416204
1384	0.06401845137
1385	0.06400896838
1386	0.06399867835
1387	0.06394112789
1388	0.06388533688
1389	0.06387640633
1390	0.06386258601
1391	0.06383186655
1392	0.06377737599
1393	0.06376667205
1394	0.06371165304
1395	0.06370156977
1396	0.06366089023
1397	0.06363057143
1398	0.06360988044
1399	0.06355322299
1400	0.06354043874
1401	0.06353023589
1402	0.06350824207
1403	0.06345162387
1404	0.06344166993
1405	0.06341986287
1406	0.06339831912
1407	0.06334205574
1408	0.06333218517
1409	0.06332245128
1410	0.06331388427
1411	0.06329094167
1412	0.06326134342
1413	0.06324834342
1414	0.06323893447
1415	0.06321827946
1416	0.06320856826
1417	0.06319863219
1418	0.06317606128
1419	0.06315620563
1420	0.06314659319
1421	0.06309182829
1422	0.0630300226
1423	0.06301886453
1424	0.06296287423
1425	0.06295049076
1426	0.06293786908
1427	0.06292831314
1428	0.06287386968
1429	0.06283917753
1430	0.06281945033
1431	0.06280764331
1432	0.06279813473
1433	0.06274434004
1434	0.06269791426
1435	0.06268837643
1436	0.0626804518
1437	0.06262629392
1438	0.06261679438
1439	0.06257693681
1440	0.06256742752
1441	0.06255800274
1442	0.06250482073
1443	0.06249498157
1444	0.06248563566
1445	0.06243975751
1446	0.06242803593
1447	0.06238206093
1448	0.06232915289
1449	0.06232098236
1450	0.06227564313
1451	0.06226520641
1452	0.06224359357
1453	0.06219802717
1454	0.06218638622
1455	0.06217689304
1456	0.06212237415
1457	0.06211290244
1458	0.06206972602
1459	0.06206050619
1460	0.06205084891
1461	0.0620161415
1462	0.06199703451
1463	0.06198901708
1464	0.06197987992
1465	0.06196196033
1466	0.06194454817
1467	0.06193526635
1468	0.0619262302
1469	0.06189918705
1470	0.06188877533
1471	0.06187977074
1472	0.06183806402
1473	0.06181940273
1474	0.06176629878
1475	0.06175598621
1476	0.06174863278
1477	0.0617397275
1478	0.0617283127
1479	0.06171699956
1480	0.06170864934
1481	0.06169654638
1482	0.06164407548
1483	0.06162542394
1484	0.0616171151
1485	0.06160812808
1486	0.06159936951
1487	0.06158039575
1488	0.06156794744
1489	0.06155006322
1490	0.06154185881
1491	0.06153074108
1492	0.0615224419
1493	0.0615132916
1494	0.06149495585
1495	0.06148525036
1496	0.06147424065
1497	0.06145348628
1498	0.06143694096
1499	0.06141560287
1500	0.06140116898
1501	0.06135697672
1502	0.06129988687
1503	0.06125514312
